# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1654;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2845	chebi:16004;chebi:15991	67.4567,1.1618;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1654;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3473	chebi:16004;chebi:15991	67.4567,2.2105;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1654;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3514	chebi:16004;chebi:15991	67.4567,2.8589;
r_0001_4	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1654;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_859	chebi:16004;chebi:15991	67.4567,17.8334;
r_0002	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1654;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2845	chebi:15991;chebi:16004	;67.4567,1.1618
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4468	chebi:16982;chebi:57540	3.7852;4.5935
r_0003_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4468	chebi:15686;chebi:57945	3.3886;7.8299
r_0004_1	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1654;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2827	chebi:15991;chebi:16651	;67.4567,16.3479
r_0004_2	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1654;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6202	chebi:15991;chebi:16651	;67.4567,2.1800
r_0005_1	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4733;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5740	chebi:18066	1.6792,3.3148
r_0005_2	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4733;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_579	chebi:18066	1.6792,1.6245
r_0005_3	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5740	chebi:18066	3.3148
r_0005_4	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_579	chebi:18066	1.6245
r_0006	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2157	chebi:18066	2.4203
r_0007	MNXM1397	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1\N=C\N[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3355	chebi:58435	1.4882
r_0012_fwd	MNXM1617;MNXM8	1-pyrroline-5-carboxylate;NAD	(S)-1-pyrroline-5-carboxylate;NAD(+)	[O-]C(=O)[C@@H]1CCC=N1;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2068	chebi:17388;chebi:57540	3.4324;3.0882
r_0012_rvs	MNXM741173;MNXM10	L-glutamate;NADH	L-glutamate;NADH	[NH3+][C@@H](CCC([O-])=O)C([O-])=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2068	chebi:29985;chebi:57945	2.9021;1.8704
r_0013	MNXM162358	5-(methylsulfanyl)-2,3-dioxopentyl phosphate	5-methylsulfanyl-2,3-dioxopentyl phosphate	CSCCC(=O)C(=O)COP([O-])([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_312;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5855	chebi:58828	4.3870,15.2887
r_0014	MNXM1099	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone	2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate	Nc1nc(NC[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c(N)c(=O)[nH]1	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5938	chebi:58890	1.4993
r_0015	MNXM648;MNXM738702	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine;NADPH	2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine;NADPH	Nc1nc(O)c(N)c(N[C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)n1;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4942	chebi:58614;chebi:57783	15.6172;15.4343
r_0016_1	MNXM23;MNXM159	pyruvate;2-oxobutanoate	pyruvate;2-oxobutanoate	CC(=O)C([O-])=O;CCC(=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6022;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6879	chebi:15361;chebi:16763	1.7278,3.7385;2.2063,7.3962
r_0016_2	MNXM23;MNXM159	pyruvate;2-oxobutanoate	pyruvate;2-oxobutanoate	CC(=O)C([O-])=O;CCC(=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6022	chebi:15361;chebi:16763	1.7278;2.2063
r_0017	MNXM728662;MNXM3	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;ATP	6-hydroxymethyl-7,8-dihydropterin;ATP	Nc1nc2NCC(CO)=Nc2c(=O)[nH]1;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3109	chebi:44841;chebi:30616	3.3724;3.8157
r_0018_1_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5175	chebi:57499;chebi:29985	277.2694;66.7068
r_0018_1_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5175	chebi:16810;chebi:58672	404.3209;57.7614
r_0018_2_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4153	chebi:57499;chebi:29985	1.1446;1.3659
r_0018_2_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4153	chebi:16810;chebi:58672	1.3790;1.5090
r_0018_3_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_994	chebi:57499;chebi:29985	4.4281;3.4460
r_0018_3_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_994	chebi:16810;chebi:58672	5.3498;3.1267
r_0019	MNXM738702;MNXM959	NADPH;2-dehydropantoate	NADPH;2-dehydropantoate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(CO)C(=O)C([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5427	chebi:57783;chebi:11561	0.3492;0.5439
r_0020	MNXM258;MNXM73	D-erythrose 4-phosphate;phosphoenolpyruvate	D-erythrose 4-phosphate;phosphoenolpyruvate	O[C@H](COP([O-])([O-])=O)[C@@H](O)C=O;[O-]C(=O)C(=C)OP([O-])([O-])=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6491	chebi:16897;chebi:58702	8.8466;8.7358
r_0021	MNXM6707;MNXM16	2-hexaprenyl-6-methoxy-1,4-benzoquinone;S-adenosyl-L-methionine	2-hexaprenyl-6-methoxy-1,4-benzoquinone;(S)-S-adenosyl-L-methionine	COC1=CC(=O)C=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O;C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1614;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2029;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3365;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4495;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5243;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_708	chebi:27752;chebi:142094	1.1650,7.2461,11.1845,1.3381,0.0097,30.3771;1.1166,5.3513,9.8749,1.4317,0.0141,21.9721
r_0022	MNXM4291;MNXM735438	2-hexaprenyl-6-methoxyphenol;oxygen	2-methoxy-6-(all-trans-hexaprenyl)phenol;O2	COc1cccc(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c1O;O=O	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1614;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2029;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3365;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4495;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5243;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_708	chebi:1109;chebi:15379	0.5264,6.2524,1.8539,0.8562,0.0053,6.2040;2.4252,26.0357,25.9623,2.4457,0.0112,51.8927
