# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1697;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_803	chebi:16004;chebi:15991	3.7990,17.8271;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_803;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_2881	chebi:16004;chebi:15991	17.8271,1.2855;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_803;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_4140	chebi:16004;chebi:15991	17.8271,35.9096;
r_0001_4	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_803;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1012	chebi:16004;chebi:15991	17.8271,0.6159;
r_0001_5	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_803;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_911	chebi:16004;chebi:15991	17.8271,6.6926;
r_0002	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_803;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1012	chebi:15991;chebi:16004	;17.8271,0.6159
r_0003_1_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_4329	chebi:16982;chebi:57540	154.2147;92.8091
r_0003_1_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_4329	chebi:15686;chebi:57945	104.1896;266.1939
r_0003_2_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_457	chebi:16982;chebi:57540	2.4743;3.7767
r_0003_2_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035672_Phaffomyces_thermotolerans@Seq_457	chebi:15686;chebi:57945	2.4330;4.1504
