# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Nadsonia_fulvescens_var_elongata@Seq_2104;Nadsonia_fulvescens_var_elongata@Seq_3085	chebi:16004;chebi:15991	15.9035,2.0626;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Nadsonia_fulvescens_var_elongata@Seq_3085;Nadsonia_fulvescens_var_elongata@Seq_3491	chebi:16004;chebi:15991	2.0626,86.1813;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Nadsonia_fulvescens_var_elongata@Seq_2104;Nadsonia_fulvescens_var_elongata@Seq_3928	chebi:16004;chebi:15991	15.9035,0.8340;
r_0001_4	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Nadsonia_fulvescens_var_elongata@Seq_3491;Nadsonia_fulvescens_var_elongata@Seq_3928	chebi:16004;chebi:15991	86.1813,0.8340;
r_0001_5	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Nadsonia_fulvescens_var_elongata@Seq_2104;Nadsonia_fulvescens_var_elongata@Seq_595	chebi:16004;chebi:15991	15.9035,12.2077;
r_0001_6	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Nadsonia_fulvescens_var_elongata@Seq_3491;Nadsonia_fulvescens_var_elongata@Seq_595	chebi:16004;chebi:15991	86.1813,12.2077;
r_0002_1	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_2104;Nadsonia_fulvescens_var_elongata@Seq_3085	chebi:15991;chebi:16004	;15.9035,2.0626
r_0002_2	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3085;Nadsonia_fulvescens_var_elongata@Seq_3491	chebi:15991;chebi:16004	;2.0626,86.1813
r_0003_1_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_1992	chebi:16982;chebi:57540	23.9435;20.0569
r_0003_1_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_1992	chebi:15686;chebi:57945	20.2413;48.3766
r_0003_2_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_4715	chebi:16982;chebi:57540	27.0040;23.2803
r_0003_2_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_4715	chebi:15686;chebi:57945	22.8380;54.5611
r_0004_1	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_2104;Nadsonia_fulvescens_var_elongata@Seq_1552	chebi:15991;chebi:16651	;15.9035,2.2597
r_0004_2	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3491;Nadsonia_fulvescens_var_elongata@Seq_1552	chebi:15991;chebi:16651	;86.1813,2.2597
r_0005_1	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	Nadsonia_fulvescens_var_elongata@Seq_546	chebi:18066	1.7360
r_0005_2	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	Nadsonia_fulvescens_var_elongata@Seq_546;Nadsonia_fulvescens_var_elongata@Seq_1755	chebi:18066	1.7360,4.0541
r_0006	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	Nadsonia_fulvescens_var_elongata@Seq_1933	chebi:18066	27.5491
r_0007	MNXM1397	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1\N=C\N[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_1322	chebi:58435	20.8107
r_0012_fwd	MNXM1617;MNXM8	1-pyrroline-5-carboxylate;NAD	(S)-1-pyrroline-5-carboxylate;NAD(+)	[O-]C(=O)[C@@H]1CCC=N1;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_650	chebi:17388;chebi:57540	11.8540;4.9554
r_0012_rvs	MNXM741173;MNXM10	L-glutamate;NADH	L-glutamate;NADH	[NH3+][C@@H](CCC([O-])=O)C([O-])=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_650	chebi:29985;chebi:57945	5.8174;8.8279
r_0013	MNXM162358	5-(methylsulfanyl)-2,3-dioxopentyl phosphate	5-methylsulfanyl-2,3-dioxopentyl phosphate	CSCCC(=O)C(=O)COP([O-])([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_1673;Nadsonia_fulvescens_var_elongata@Seq_2791	chebi:58828	7.9032,30.7805
r_0014	MNXM1099	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone	2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate	Nc1nc(NC[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c(N)c(=O)[nH]1	Nadsonia_fulvescens_var_elongata@Seq_4499	chebi:58890	5.2552
r_0015	MNXM648;MNXM738702	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine;NADPH	2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine;NADPH	Nc1nc(O)c(N)c(N[C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)n1;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_4590	chebi:58614;chebi:57783	1.7556;1.4941
r_0016_1	MNXM23;MNXM159	pyruvate;2-oxobutanoate	pyruvate;2-oxobutanoate	CC(=O)C([O-])=O;CCC(=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_381;Nadsonia_fulvescens_var_elongata@Seq_5783	chebi:15361;chebi:16763	4.8534,6.3181;8.4723,11.2215
r_0016_2	MNXM23;MNXM159	pyruvate;2-oxobutanoate	pyruvate;2-oxobutanoate	CC(=O)C([O-])=O;CCC(=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_381	chebi:15361;chebi:16763	4.8534;8.4723
r_0017	MNXM728662;MNXM3	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;ATP	6-hydroxymethyl-7,8-dihydropterin;ATP	Nc1nc2NCC(CO)=Nc2c(=O)[nH]1;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_1650	chebi:44841;chebi:30616	23.8761;20.7848
r_0018_1_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_156	chebi:57499;chebi:29985	7.0865;2.6028
r_0018_1_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_156	chebi:16810;chebi:58672	10.9298;1.4453
r_0018_2_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_4392	chebi:57499;chebi:29985	0.9322;1.3913
r_0018_2_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_4392	chebi:16810;chebi:58672	1.0702;1.4783
r_0018_3_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_1110	chebi:57499;chebi:29985	6.9069;4.5929
r_0018_3_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_1110	chebi:16810;chebi:58672	10.7922;3.7954
r_0019_1	MNXM738702;MNXM959	NADPH;2-dehydropantoate	NADPH;2-dehydropantoate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(CO)C(=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_2923	chebi:57783;chebi:11561	3.5470;5.7928
r_0019_2	MNXM738702;MNXM959	NADPH;2-dehydropantoate	NADPH;2-dehydropantoate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(CO)C(=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3168	chebi:57783;chebi:11561	3.3612;5.7109
r_0020_1	MNXM258;MNXM73	D-erythrose 4-phosphate;phosphoenolpyruvate	D-erythrose 4-phosphate;phosphoenolpyruvate	O[C@H](COP([O-])([O-])=O)[C@@H](O)C=O;[O-]C(=O)C(=C)OP([O-])([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_4766	chebi:16897;chebi:58702	2.1044;2.0332
r_0020_2	MNXM258;MNXM73	D-erythrose 4-phosphate;phosphoenolpyruvate	D-erythrose 4-phosphate;phosphoenolpyruvate	O[C@H](COP([O-])([O-])=O)[C@@H](O)C=O;[O-]C(=O)C(=C)OP([O-])([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3507	chebi:16897;chebi:58702	2.0123;1.9072
r_0021_1	MNXM6707;MNXM16	2-hexaprenyl-6-methoxy-1,4-benzoquinone;S-adenosyl-L-methionine	2-hexaprenyl-6-methoxy-1,4-benzoquinone;(S)-S-adenosyl-L-methionine	COC1=CC(=O)C=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O;C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	Nadsonia_fulvescens_var_elongata@Seq_2189;Nadsonia_fulvescens_var_elongata@Seq_2645;Nadsonia_fulvescens_var_elongata@Seq_3022;Nadsonia_fulvescens_var_elongata@Seq_3179;Nadsonia_fulvescens_var_elongata@Seq_4980;Nadsonia_fulvescens_var_elongata@Seq_607;Nadsonia_fulvescens_var_elongata@Seq_752	chebi:27752;chebi:142094	2.2577,0.4747,14.4028,18.0051,22.4852,9.9428,1.1554;2.1642,0.4748,11.2311,13.7919,16.9367,7.0320,2.3914
r_0021_2	MNXM6707;MNXM16	2-hexaprenyl-6-methoxy-1,4-benzoquinone;S-adenosyl-L-methionine	2-hexaprenyl-6-methoxy-1,4-benzoquinone;(S)-S-adenosyl-L-methionine	COC1=CC(=O)C=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O;C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	Nadsonia_fulvescens_var_elongata@Seq_2189;Nadsonia_fulvescens_var_elongata@Seq_2645;Nadsonia_fulvescens_var_elongata@Seq_3179;Nadsonia_fulvescens_var_elongata@Seq_4980;Nadsonia_fulvescens_var_elongata@Seq_607;Nadsonia_fulvescens_var_elongata@Seq_752;Nadsonia_fulvescens_var_elongata@Seq_5793	chebi:27752;chebi:142094	2.2577,0.4747,18.0051,22.4852,9.9428,1.1554,36.6980;2.1642,0.4748,13.7919,16.9367,7.0320,2.3914,28.0046
r_0022_1	MNXM4291;MNXM735438	2-hexaprenyl-6-methoxyphenol;oxygen	2-methoxy-6-(all-trans-hexaprenyl)phenol;O2	COc1cccc(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c1O;O=O	Nadsonia_fulvescens_var_elongata@Seq_2189;Nadsonia_fulvescens_var_elongata@Seq_2645;Nadsonia_fulvescens_var_elongata@Seq_3022;Nadsonia_fulvescens_var_elongata@Seq_3179;Nadsonia_fulvescens_var_elongata@Seq_4980;Nadsonia_fulvescens_var_elongata@Seq_607;Nadsonia_fulvescens_var_elongata@Seq_752	chebi:1109;chebi:15379	1.7265,0.3774,13.8860,3.5460,21.1801,3.2761,0.2664;5.0275,0.6036,19.5404,45.8019,44.7549,15.1106,6.0508
r_0022_2	MNXM4291;MNXM735438	2-hexaprenyl-6-methoxyphenol;oxygen	2-methoxy-6-(all-trans-hexaprenyl)phenol;O2	COc1cccc(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c1O;O=O	Nadsonia_fulvescens_var_elongata@Seq_2189;Nadsonia_fulvescens_var_elongata@Seq_2645;Nadsonia_fulvescens_var_elongata@Seq_3179;Nadsonia_fulvescens_var_elongata@Seq_4980;Nadsonia_fulvescens_var_elongata@Seq_607;Nadsonia_fulvescens_var_elongata@Seq_752;Nadsonia_fulvescens_var_elongata@Seq_5793	chebi:1109;chebi:15379	1.7265,0.3774,3.5460,21.1801,3.2761,0.2664,34.3733;5.0275,0.6036,45.8019,44.7549,15.1106,6.0508,79.2791
r_0023_fwd	MNXM1706	2-isopropylmaleic acid	2-isopropylmaleate	CC(C)C(=C\C([O-])=O)\C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3190	chebi:58085	25.4052
r_0023_rvs	MNXM730929	2-isopropylmalate	(2S)-2-isopropylmalate	CC(C)[C@@](O)(CC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3190	chebi:1178	8.6185
r_0024	MNXM732866;MNXM732448	3-methyl-2-oxobutanoate;acetyl-CoA	3-methyl-2-oxobutanoate;acetyl-CoA	CC(C)C(=O)C([O-])=O;CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	Nadsonia_fulvescens_var_elongata@Seq_604	chebi:11851;chebi:57288	3.2035;4.1159
r_0025	MNXM732866;MNXM732448	3-methyl-2-oxobutanoate;acetyl-CoA	3-methyl-2-oxobutanoate;acetyl-CoA	CC(C)C(=O)C([O-])=O;CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	Nadsonia_fulvescens_var_elongata@Seq_604	chebi:11851;chebi:57288	3.2035;4.1159
r_0026_1	MNXM276;MNXM741173	4-methylthio-2-oxobutanoate;L-glutamate	4-methylsulfanyl-2-oxobutanoate;L-glutamate	CSCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_2508	chebi:16723;chebi:29985	3.0554;2.1635
r_0026_2	MNXM276;MNXM741173	4-methylthio-2-oxobutanoate;L-glutamate	4-methylsulfanyl-2-oxobutanoate;L-glutamate	CSCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_4392	chebi:16723;chebi:29985	1.4031;1.3913
r_0026_3	MNXM276;MNXM741173	4-methylthio-2-oxobutanoate;L-glutamate	4-methylsulfanyl-2-oxobutanoate;L-glutamate	CSCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_1375	chebi:16723;chebi:29985	4.0337;1.9357
r_0027_fwd	MNXM738421	homocitrate	(2R)-homocitrate	O[C@](CCC([O-])=O)(CC([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_4379	chebi:58884	25.9684
r_0027_rvs	MNXM920	but-1-ene-1,2,4-tricarboxylic acid	cis-homoaconitate	[O-]C(=O)CC\C(=C\C([O-])=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_4379	chebi:58174	355.4646
r_0028	MNXM46;MNXM740852	oxaloacetate;propionyl-CoA	oxaloacetate;propanoyl-CoA	[O-]C(=O)CC(=O)C([O-])=O;CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	Nadsonia_fulvescens_var_elongata@Seq_5573	chebi:16452;chebi:57392	21.6743;1.1961
r_0029	MNXM1602	(2S)-2-isopropyl-3-oxosuccinate	(2S)-2-isopropyl-3-oxosuccinate	CC(C)[C@H](C([O-])=O)C(=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_2508	chebi:17214	1.1096
r_0030	MNXM1602	(2S)-2-isopropyl-3-oxosuccinate	(2S)-2-isopropyl-3-oxosuccinate	CC(C)[C@H](C([O-])=O)C(=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_2508	chebi:17214	1.1096
r_0032	MNXM45	adenosine 3',5'-bismonophosphate	adenosine 3',5'-bisphosphate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_4323	chebi:58343	6.4481
r_0033_1	MNXM243	3',5'-cyclic AMP	3',5'-cyclic AMP	Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2COP([O-])(=O)O[C@H]2[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_3341	chebi:58165	82.9881
r_0033_2	MNXM243	3',5'-cyclic AMP	3',5'-cyclic AMP	Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2COP([O-])(=O)O[C@H]2[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_3263	chebi:58165	1.2211
r_0034	MNXM9931	3',5'-cyclic dAMP	3',5'-cyclic dAMP	Nc1ncnc2n(cnc12)[C@H]1C[C@@H]2OP(O)(=O)OC[C@H]2O1	Nadsonia_fulvescens_var_elongata@Seq_3263	chebi:28074	1.4882
r_0035	MNXM9932	3',5'-cyclic IMP	3',5'-cyclic IMP	O[C@@H]1[C@@H]2OP([O-])(=O)OC[C@H]2O[C@H]1n1cnc2c1nc[nH]c2=O	Nadsonia_fulvescens_var_elongata@Seq_3263	chebi:134197	1.3298
r_0036	MNXM731192	3',5'-cyclic GMP	3',5'-cyclic GMP	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@@H]2COP([O-])(=O)O[C@H]2[C@H]1O	Nadsonia_fulvescens_var_elongata@Seq_3263	chebi:57746	1.2611
r_0037	MNXM3162	3',5'-cyclic CMP	3',5'-cyclic CMP	Nc1ccn([C@@H]2O[C@@H]3COP([O-])(=O)O[C@H]3[C@H]2O)c(=O)n1	Nadsonia_fulvescens_var_elongata@Seq_3263	chebi:58003	0.7098
r_0038	MNXM145	D-ribulose 5-phosphate	D-ribulose 5-phosphate	OCC(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3849	chebi:58121	21.4151
r_0039	MNXM736875	3-dehydroquinate	3-dehydroquinate	O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3963	chebi:32364	6.1393
r_0040	MNXM1219	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate	O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)CC(=O)C([O-])=O	Nadsonia_fulvescens_var_elongata@Seq_3963	chebi:58394	4.3149
