# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034625_Pichia_kudriavzevii@Seq_1685;yHMPu5000034625_Pichia_kudriavzevii@Seq_1847	chebi:16004;chebi:15991	10.0685,2.0311;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034625_Pichia_kudriavzevii@Seq_1685;yHMPu5000034625_Pichia_kudriavzevii@Seq_3610	chebi:16004;chebi:15991	10.0685,0.5120;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034625_Pichia_kudriavzevii@Seq_1685;yHMPu5000034625_Pichia_kudriavzevii@Seq_4716	chebi:16004;chebi:15991	10.0685,0.4228;
r_0002	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_1685;yHMPu5000034625_Pichia_kudriavzevii@Seq_1847	chebi:15991;chebi:16004	;10.0685,2.0311
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_595	chebi:16982;chebi:57540	1.8105;3.1640
r_0003_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_595	chebi:15686;chebi:57945	1.5243;3.1299
r_0004_1	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_1685;yHMPu5000034625_Pichia_kudriavzevii@Seq_3246	chebi:15991;chebi:16651	;10.0685,0.8689
r_0004_2	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_1685;yHMPu5000034625_Pichia_kudriavzevii@Seq_835	chebi:15991;chebi:16651	;10.0685,0.3876
r_0005_1	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3719;yHMPu5000034625_Pichia_kudriavzevii@Seq_922	chebi:18066	2.2391,0.9748
r_0005_2	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_922;yHMPu5000034625_Pichia_kudriavzevii@Seq_3928	chebi:18066	0.9748,11.6157
r_0005_3	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3719	chebi:18066	2.2391
r_0005_4	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3928	chebi:18066	11.6157
r_0006	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_4749	chebi:18066	47.1800
r_0007	MNXM1397	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1\N=C\N[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_5054	chebi:58435	2.2470
r_0012_fwd	MNXM1617;MNXM8	1-pyrroline-5-carboxylate;NAD	(S)-1-pyrroline-5-carboxylate;NAD(+)	[O-]C(=O)[C@@H]1CCC=N1;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3784	chebi:17388;chebi:57540	19.6358;10.6631
r_0012_rvs	MNXM741173;MNXM10	L-glutamate;NADH	L-glutamate;NADH	[NH3+][C@@H](CCC([O-])=O)C([O-])=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3784	chebi:29985;chebi:57945	12.3228;17.3011
r_0013	MNXM162358	5-(methylsulfanyl)-2,3-dioxopentyl phosphate	5-methylsulfanyl-2,3-dioxopentyl phosphate	CSCCC(=O)C(=O)COP([O-])([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_2403;yHMPu5000034625_Pichia_kudriavzevii@Seq_917	chebi:58828	8.1566,16.5798
r_0014	MNXM1099	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone	2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate	Nc1nc(NC[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c(N)c(=O)[nH]1	yHMPu5000034625_Pichia_kudriavzevii@Seq_2999	chebi:58890	28.0481
r_0015	MNXM648;MNXM738702	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine;NADPH	2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine;NADPH	Nc1nc(O)c(N)c(N[C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)n1;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3432	chebi:58614;chebi:57783	13.5848;15.4876
r_0016_1	MNXM23;MNXM159	pyruvate;2-oxobutanoate	pyruvate;2-oxobutanoate	CC(=O)C([O-])=O;CCC(=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3942;yHMPu5000034625_Pichia_kudriavzevii@Seq_69	chebi:15361;chebi:16763	6.1023,0.6393;10.9429,0.9399
r_0016_2	MNXM23;MNXM159	pyruvate;2-oxobutanoate	pyruvate;2-oxobutanoate	CC(=O)C([O-])=O;CCC(=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3942	chebi:15361;chebi:16763	6.1023;10.9429
r_0017	MNXM728662;MNXM3	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;ATP	6-hydroxymethyl-7,8-dihydropterin;ATP	Nc1nc2NCC(CO)=Nc2c(=O)[nH]1;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3935	chebi:44841;chebi:30616	5.9829;5.1507
r_0018_1_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_4750	chebi:57499;chebi:29985	0.8302;1.2989
r_0018_1_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_4750	chebi:16810;chebi:58672	0.8484;1.4507
r_0018_2_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_186	chebi:57499;chebi:29985	23.0438;7.8098
r_0018_2_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_186	chebi:16810;chebi:58672	33.5751;6.8148
r_0018_3_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_2820	chebi:57499;chebi:29985	0.8488;2.0881
r_0018_3_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_2820	chebi:16810;chebi:58672	0.9831;2.0982
r_0019	MNXM738702;MNXM959	NADPH;2-dehydropantoate	NADPH;2-dehydropantoate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(CO)C(=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_4021	chebi:57783;chebi:11561	5.3837;8.6000
r_0020_1	MNXM258;MNXM73	D-erythrose 4-phosphate;phosphoenolpyruvate	D-erythrose 4-phosphate;phosphoenolpyruvate	O[C@H](COP([O-])([O-])=O)[C@@H](O)C=O;[O-]C(=O)C(=C)OP([O-])([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_1475	chebi:16897;chebi:58702	3.8904;4.7091
r_0020_2	MNXM258;MNXM73	D-erythrose 4-phosphate;phosphoenolpyruvate	D-erythrose 4-phosphate;phosphoenolpyruvate	O[C@H](COP([O-])([O-])=O)[C@@H](O)C=O;[O-]C(=O)C(=C)OP([O-])([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_4516	chebi:16897;chebi:58702	0.8827;1.0873
r_0021	MNXM6707;MNXM16	2-hexaprenyl-6-methoxy-1,4-benzoquinone;S-adenosyl-L-methionine	2-hexaprenyl-6-methoxy-1,4-benzoquinone;(S)-S-adenosyl-L-methionine	COC1=CC(=O)C=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O;C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000034625_Pichia_kudriavzevii@Seq_1547;yHMPu5000034625_Pichia_kudriavzevii@Seq_2221;yHMPu5000034625_Pichia_kudriavzevii@Seq_2740;yHMPu5000034625_Pichia_kudriavzevii@Seq_417;yHMPu5000034625_Pichia_kudriavzevii@Seq_4226;yHMPu5000034625_Pichia_kudriavzevii@Seq_428;yHMPu5000034625_Pichia_kudriavzevii@Seq_669	chebi:27752;chebi:142094	4.4293,0.4152,0.0453,6.3702,8.2551,3.1324,2.5716;5.7587,0.4714,0.0659,4.7428,6.7103,2.4382,2.2810
r_0022	MNXM4291;MNXM735438	2-hexaprenyl-6-methoxyphenol;oxygen	2-methoxy-6-(all-trans-hexaprenyl)phenol;O2	COc1cccc(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c1O;O=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_1547;yHMPu5000034625_Pichia_kudriavzevii@Seq_2221;yHMPu5000034625_Pichia_kudriavzevii@Seq_2740;yHMPu5000034625_Pichia_kudriavzevii@Seq_417;yHMPu5000034625_Pichia_kudriavzevii@Seq_4226;yHMPu5000034625_Pichia_kudriavzevii@Seq_428;yHMPu5000034625_Pichia_kudriavzevii@Seq_669	chebi:1109;chebi:15379	0.7282,0.1973,0.0246,5.8118,2.9174,1.5321,1.3558;12.5537,4.0616,0.0591,14.2737,21.3952,6.7853,4.8702
r_0023_fwd	MNXM1706	2-isopropylmaleic acid	2-isopropylmaleate	CC(C)C(=C\C([O-])=O)\C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3644	chebi:58085	18.2390
r_0023_rvs	MNXM730929	2-isopropylmalate	(2S)-2-isopropylmalate	CC(C)[C@@](O)(CC([O-])=O)C([O-])=O	yHMPu5000034625_Pichia_kudriavzevii@Seq_3644	chebi:1178	5.5973
r_0024_1	MNXM732866;MNXM732448	3-methyl-2-oxobutanoate;acetyl-CoA	3-methyl-2-oxobutanoate;acetyl-CoA	CC(C)C(=O)C([O-])=O;CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000034625_Pichia_kudriavzevii@Seq_4123	chebi:11851;chebi:57288	50.9688;19.2892
r_0024_2	MNXM732866;MNXM732448	3-methyl-2-oxobutanoate;acetyl-CoA	3-methyl-2-oxobutanoate;acetyl-CoA	CC(C)C(=O)C([O-])=O;CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000034625_Pichia_kudriavzevii@Seq_543	chebi:11851;chebi:57288	24.5059;10.9964
r_0025_1	MNXM732866;MNXM732448	3-methyl-2-oxobutanoate;acetyl-CoA	3-methyl-2-oxobutanoate;acetyl-CoA	CC(C)C(=O)C([O-])=O;CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000034625_Pichia_kudriavzevii@Seq_4123	chebi:11851;chebi:57288	50.9688;19.2892
