# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035261_Candida_ponderosae@Seq_3455;yHMPu5000035261_Candida_ponderosae@Seq_6814	chebi:16004;chebi:15991	8.0498,4.4302;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035261_Candida_ponderosae@Seq_3455;yHMPu5000035261_Candida_ponderosae@Seq_6164	chebi:16004;chebi:15991	8.0498,8.1195;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035261_Candida_ponderosae@Seq_3455;yHMPu5000035261_Candida_ponderosae@Seq_6214	chebi:16004;chebi:15991	8.0498,0.8044;
r_0001_4	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035261_Candida_ponderosae@Seq_3455;yHMPu5000035261_Candida_ponderosae@Seq_831	chebi:16004;chebi:15991	8.0498,37.0988;
r_0001_5	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000035261_Candida_ponderosae@Seq_3455;yHMPu5000035261_Candida_ponderosae@Seq_918	chebi:16004;chebi:15991	8.0498,0.5955;
r_0002	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000035261_Candida_ponderosae@Seq_3455;yHMPu5000035261_Candida_ponderosae@Seq_6814	chebi:15991;chebi:16004	;8.0498,4.4302
r_0003_1_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035261_Candida_ponderosae@Seq_1046	chebi:16982;chebi:57540	6.7254;6.5606
r_0003_1_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035261_Candida_ponderosae@Seq_1046	chebi:15686;chebi:57945	6.6561;9.9289
r_0003_2_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035261_Candida_ponderosae@Seq_3971	chebi:16982;chebi:57540	6.4243;6.7942
r_0003_2_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035261_Candida_ponderosae@Seq_3971	chebi:15686;chebi:57945	6.3933;9.5737
