# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0005_1	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_133;yHMPu5000041840_Candida_wancherniae@Seq_1731	chebi:18066	2.6349,2.2085
r_0005_2	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_1731;yHMPu5000041840_Candida_wancherniae@Seq_3506	chebi:18066	2.2085,2.2828
r_0005_3	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_133	chebi:18066	2.6349
r_0005_4	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_3506	chebi:18066	2.2828
r_0006	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_1807	chebi:18066	4.2140
r_0007	MNXM1397	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1\N=C\N[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_1757	chebi:58435	3.8290
r_0012_fwd	MNXM1617;MNXM8	1-pyrroline-5-carboxylate;NAD	(S)-1-pyrroline-5-carboxylate;NAD(+)	[O-]C(=O)[C@@H]1CCC=N1;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_1699	chebi:17388;chebi:57540	4.1546;2.5880
r_0012_rvs	MNXM741173;MNXM10	L-glutamate;NADH	L-glutamate;NADH	[NH3+][C@@H](CCC([O-])=O)C([O-])=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_1699	chebi:29985;chebi:57945	2.4945;2.1454
r_0013	MNXM162358	5-(methylsulfanyl)-2,3-dioxopentyl phosphate	5-methylsulfanyl-2,3-dioxopentyl phosphate	CSCCC(=O)C(=O)COP([O-])([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_1620;yHMPu5000041840_Candida_wancherniae@Seq_3756	chebi:58828	73.6977,28.7638
r_0014	MNXM1099	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone	2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate	Nc1nc(NC[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c(N)c(=O)[nH]1	yHMPu5000041840_Candida_wancherniae@Seq_1646	chebi:58890	12.9855
r_0015	MNXM648;MNXM738702	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine;NADPH	2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine;NADPH	Nc1nc(O)c(N)c(N[C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)n1;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_2353	chebi:58614;chebi:57783	5.1273;5.0635
r_0016_1	MNXM159;MNXM23	2-oxobutanoate;pyruvate	2-oxobutanoate;pyruvate	CCC(=O)C([O-])=O;CC(=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_3168;yHMPu5000041840_Candida_wancherniae@Seq_4291	chebi:16763;chebi:15361	1.8749,9.6575;1.2496,5.2732
r_0016_2	MNXM159;MNXM23	2-oxobutanoate;pyruvate	2-oxobutanoate;pyruvate	CCC(=O)C([O-])=O;CC(=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_4291	chebi:16763;chebi:15361	9.6575;5.2732
r_0017	MNXM728662;MNXM3	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;ATP	6-hydroxymethyl-7,8-dihydropterin;ATP	Nc1nc2NCC(CO)=Nc2c(=O)[nH]1;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041840_Candida_wancherniae@Seq_1419	chebi:44841;chebi:30616	7.0590;6.4372
r_0018_1_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_2049	chebi:57499;chebi:29985	1.2953;1.3308
r_0018_1_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_2049	chebi:16810;chebi:58672	1.7090;1.3461
r_0018_2_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_3752	chebi:57499;chebi:29985	70.8400;21.6815
r_0018_2_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_3752	chebi:16810;chebi:58672	103.3012;19.2971
r_0018_3_fwd	MNXM263;MNXM741173	2-oxoadipic acid;L-glutamate	2-oxoadipate;L-glutamate	[O-]C(=O)CCCC(=O)C([O-])=O;[NH3+][C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_2058	chebi:57499;chebi:29985	104.5875;25.2725
r_0018_3_rvs	MNXM20;MNXM268	2-oxoglutarate;L-2-aminoadipate	2-oxoglutarate;L-2-aminoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[NH3+][C@@H](CCCC([O-])=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_2058	chebi:16810;chebi:58672	152.5119;21.8834
r_0019	MNXM738702;MNXM959	NADPH;2-dehydropantoate	NADPH;2-dehydropantoate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(CO)C(=O)C([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_2717	chebi:57783;chebi:11561	0.9089;1.8708
r_0020_1	MNXM258;MNXM73	D-erythrose 4-phosphate;phosphoenolpyruvate	D-erythrose 4-phosphate;phosphoenolpyruvate	O[C@H](COP([O-])([O-])=O)[C@@H](O)C=O;[O-]C(=O)C(=C)OP([O-])([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_1235	chebi:16897;chebi:58702	2.5814;3.1639
r_0020_2	MNXM258;MNXM73	D-erythrose 4-phosphate;phosphoenolpyruvate	D-erythrose 4-phosphate;phosphoenolpyruvate	O[C@H](COP([O-])([O-])=O)[C@@H](O)C=O;[O-]C(=O)C(=C)OP([O-])([O-])=O	yHMPu5000041840_Candida_wancherniae@Seq_2011	chebi:16897;chebi:58702	1.5130;1.3740
r_0021	MNXM6707;MNXM16	2-hexaprenyl-6-methoxy-1,4-benzoquinone;S-adenosyl-L-methionine	2-hexaprenyl-6-methoxy-1,4-benzoquinone;(S)-S-adenosyl-L-methionine	COC1=CC(=O)C=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O;C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000041840_Candida_wancherniae@Seq_1652;yHMPu5000041840_Candida_wancherniae@Seq_170;yHMPu5000041840_Candida_wancherniae@Seq_2687;yHMPu5000041840_Candida_wancherniae@Seq_4518;yHMPu5000041840_Candida_wancherniae@Seq_4522;yHMPu5000041840_Candida_wancherniae@Seq_4698;yHMPu5000041840_Candida_wancherniae@Seq_574	chebi:27752;chebi:142094	2.7196,0.1165,2.3014,2.8972,4.8057,0.0976,1.3824;2.5091,0.1666,2.3197,2.7309,3.5223,0.1337,2.1041
