# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034952_Citeromyces_siamensis@Seq_4048;yHMPu5000034952_Citeromyces_siamensis@Seq_4904	chebi:16004;chebi:15991	35.8277,13.6415;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034952_Citeromyces_siamensis@Seq_4048;yHMPu5000034952_Citeromyces_siamensis@Seq_5974	chebi:16004;chebi:15991	35.8277,12.6370;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034952_Citeromyces_siamensis@Seq_4048;yHMPu5000034952_Citeromyces_siamensis@Seq_4202	chebi:16004;chebi:15991	35.8277,5.8825;
r_0001_4	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034952_Citeromyces_siamensis@Seq_4048;yHMPu5000034952_Citeromyces_siamensis@Seq_5156	chebi:16004;chebi:15991	35.8277,1.4435;
r_0001_5	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034952_Citeromyces_siamensis@Seq_4048;yHMPu5000034952_Citeromyces_siamensis@Seq_6792	chebi:16004;chebi:15991	35.8277,11.6396;
r_0001_6	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034952_Citeromyces_siamensis@Seq_4048;yHMPu5000034952_Citeromyces_siamensis@Seq_9354	chebi:16004;chebi:15991	35.8277,8.0179;
r_0002_1	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000034952_Citeromyces_siamensis@Seq_4048;yHMPu5000034952_Citeromyces_siamensis@Seq_4904	chebi:15991;chebi:16004	;35.8277,13.6415
r_0002_2	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000034952_Citeromyces_siamensis@Seq_4048;yHMPu5000034952_Citeromyces_siamensis@Seq_5974	chebi:15991;chebi:16004	;35.8277,12.6370
r_0003_1_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034952_Citeromyces_siamensis@Seq_4766	chebi:16982;chebi:57540	11.0205;9.0941
r_0003_1_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034952_Citeromyces_siamensis@Seq_4766	chebi:15686;chebi:57945	9.4712;21.9245
