# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034615_Saturnispora_zaruensis@Seq_1177;yHMPu5000034615_Saturnispora_zaruensis@Seq_1508	chebi:16004;chebi:15991	2.2752,275.3112;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034615_Saturnispora_zaruensis@Seq_1508;yHMPu5000034615_Saturnispora_zaruensis@Seq_1503	chebi:16004;chebi:15991	275.3112,9.7488;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034615_Saturnispora_zaruensis@Seq_1508;yHMPu5000034615_Saturnispora_zaruensis@Seq_685	chebi:16004;chebi:15991	275.3112,1.2504;
r_0002	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000034615_Saturnispora_zaruensis@Seq_1508;yHMPu5000034615_Saturnispora_zaruensis@Seq_685	chebi:15991;chebi:16004	;275.3112,1.2504
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034615_Saturnispora_zaruensis@Seq_2656	chebi:16982;chebi:57540	2.7995;3.7615
r_0003_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034615_Saturnispora_zaruensis@Seq_2656	chebi:15686;chebi:57945	2.4470;4.9418
r_0004_1	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034615_Saturnispora_zaruensis@Seq_1508;yHMPu5000034615_Saturnispora_zaruensis@Seq_1648	chebi:15991;chebi:16651	;275.3112,0.1988
r_0004_2	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034615_Saturnispora_zaruensis@Seq_1508;yHMPu5000034615_Saturnispora_zaruensis@Seq_2824	chebi:15991;chebi:16651	;275.3112,0.5193
r_0005_1	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034615_Saturnispora_zaruensis@Seq_3211;yHMPu5000034615_Saturnispora_zaruensis@Seq_3547	chebi:18066	1.5164,3.3244
r_0005_2	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034615_Saturnispora_zaruensis@Seq_3211;yHMPu5000034615_Saturnispora_zaruensis@Seq_4410	chebi:18066	1.5164,11.3276
