# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034897_Ogataea_glucozyma@Seq_1142;yHMPu5000034897_Ogataea_glucozyma@Seq_243	chebi:16004;chebi:15991	24.4201,15.5478;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034897_Ogataea_glucozyma@Seq_1142;yHMPu5000034897_Ogataea_glucozyma@Seq_76	chebi:16004;chebi:15991	24.4201,15.5478;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034897_Ogataea_glucozyma@Seq_243;yHMPu5000034897_Ogataea_glucozyma@Seq_1737	chebi:16004;chebi:15991	15.5478,0.3562;
r_0001_4	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034897_Ogataea_glucozyma@Seq_76;yHMPu5000034897_Ogataea_glucozyma@Seq_1737	chebi:16004;chebi:15991	15.5478,0.3562;
r_0001_5	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034897_Ogataea_glucozyma@Seq_243;yHMPu5000034897_Ogataea_glucozyma@Seq_551	chebi:16004;chebi:15991	15.5478,8.0293;
r_0001_6	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034897_Ogataea_glucozyma@Seq_243;yHMPu5000034897_Ogataea_glucozyma@Seq_5421	chebi:16004;chebi:15991	15.5478,1.0642;
r_0001_7	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034897_Ogataea_glucozyma@Seq_76;yHMPu5000034897_Ogataea_glucozyma@Seq_5421	chebi:16004;chebi:15991	15.5478,1.0642;
r_0001_8	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034897_Ogataea_glucozyma@Seq_76;yHMPu5000034897_Ogataea_glucozyma@Seq_551	chebi:16004;chebi:15991	15.5478,8.0293;
r_0002_1	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000034897_Ogataea_glucozyma@Seq_243;yHMPu5000034897_Ogataea_glucozyma@Seq_551	chebi:15991;chebi:16004	;15.5478,8.0293
r_0002_2	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000034897_Ogataea_glucozyma@Seq_76;yHMPu5000034897_Ogataea_glucozyma@Seq_551	chebi:15991;chebi:16004	;15.5478,8.0293
r_0004_1	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034897_Ogataea_glucozyma@Seq_243;yHMPu5000034897_Ogataea_glucozyma@Seq_5615	chebi:15991;chebi:16651	;15.5478,0.5594
r_0004_2	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034897_Ogataea_glucozyma@Seq_76;yHMPu5000034897_Ogataea_glucozyma@Seq_5615	chebi:15991;chebi:16651	;15.5478,0.5594
r_0005_1	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034897_Ogataea_glucozyma@Seq_2497;yHMPu5000034897_Ogataea_glucozyma@Seq_4104	chebi:18066	0.7764,16.5174
r_0005_2	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034897_Ogataea_glucozyma@Seq_4104;yHMPu5000034897_Ogataea_glucozyma@Seq_2732	chebi:18066	16.5174,6.1911
